FileName,Keypoint,Pose
Image_37.jpg,"[(66, 48), (82, 79), (54, 79), None, None, None, None, None, None, None, None, None, None, None, (66, 36), (74, 36), None, (90, 42), (0, 273)]",running
Image_75.jpg,"[(201, 21), (211, 43), (195, 48), (195, 65), (190, 79), (228, 43), (239, 74), (217, 74), (195, 96), (201, 153), None, (222, 109), (217, 158), (222, 184), (195, 17), (206, 17), None, (217, 17), (233, 0)]",running
Image_183.jpg,"[None, (95, 63), (101, 63), (113, 75), None, (89, 63), None, None, (101, 91), (101, 111), (107, 123), (95, 87), (101, 107), (107, 123), None, None, None, (89, 51), (263, 0)]",running
Image_218.jpg,"[(187, 41), (180, 51), (166, 51), (159, 68), None, (187, 51), (201, 65), None, (173, 75), None, None, (180, 79), None, None, (180, 37), (187, 37), (173, 41), None, (305, 75)]",running
Image_228.jpg,"[None, (185, 46), (191, 46), None, None, (172, 46), (154, 57), None, None, (191, 126), (203, 165), None, (172, 130), (142, 142), None, None, None, (179, 38), (259, 96)]",running
Image_238.jpg,"[None, None, None, None, None, None, None, None, (218, 68), (230, 88), (249, 141), (199, 68), (199, 95), (249, 141), None, None, None, None, (274, 0)]",running
Image_306.jpg,"[(167, 31), (191, 51), (173, 47), None, None, (203, 51), (233, 79), (203, 95), None, None, None, (209, 107), None, None, None, (173, 23), None, (185, 23), (263, 3)]",running
Image_335.jpg,"[(112, 40), (112, 76), None, None, None, (149, 81), (154, 137), None, (88, 167), None, None, None, None, None, (107, 35), (116, 35), (98, 40), (130, 40), (196, 228)]",running
Image_348.jpg,"[(89, 49), (85, 67), (66, 61), (54, 79), None, (108, 67), (116, 91), None, (70, 128), None, None, (97, 134), (101, 171), (101, 232), (85, 42), (97, 42), (77, 42), (101, 42), (171, 263)]",running
Image_557.jpg,"[None, (125, 59), (137, 59), (143, 75), (143, 87), (113, 59), (107, 75), (107, 87), (131, 91), (125, 115), (119, 135), (113, 91), (113, 115), (113, 135), None, None, (131, 47), (119, 47), (263, 3)]",running
Image_582.jpg,"[(163, 25), None, None, (45, 130), None, (78, 16), None, None, None, None, None, None, None, None, (157, 21), None, (123, 21), None, (236, 8)]",running
Image_614.jpg,"[None, (159, 10), (159, 10), (125, 35), (145, 21), (159, 10), (205, 39), (212, 68), (179, 68), None, None, (172, 71), (145, 118), None, None, None, None, None, (278, 7)]",running
Image_619.jpg,"[None, (220, 62), (190, 62), (175, 100), None, (251, 62), (281, 84), (258, 115), None, None, None, None, None, None, None, None, None, None, (319, 6)]",running
Image_635.jpg,"[(115, 22), None, None, None, None, None, None, None, None, (110, 109), (115, 149), None, None, (20, 127), None, None, None, None, (235, 9)]",running
Image_677.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (293, 29)]",running
Image_710.jpg,"[(142, 19), (129, 30), (129, 30), None, (142, 50), (129, 30), None, None, (142, 61), (154, 80), (166, 107), (135, 61), (129, 84), None, (142, 19), None, None, None, (259, 7)]",running
Image_752.jpg,"[(130, 27), (134, 49), (117, 49), None, None, (152, 49), (160, 76), (130, 54), (126, 109), (130, 142), (139, 191), (143, 109), (139, 147), (139, 186), (126, 21), (134, 21), (121, 27), (143, 27), (182, 10)]",running
Image_895.jpg,"[None, (90, 63), (102, 63), (102, 79), None, (78, 59), None, None, (84, 95), None, None, None, None, None, None, None, None, None, (264, 83)]",running
Image_987.jpg,"[(172, 19), (166, 34), (148, 30), (123, 26), (104, 15), (185, 30), (209, 26), (234, 15), (154, 84), (154, 119), (179, 165), (179, 84), (172, 119), (154, 157), (172, 15), (172, 15), (166, 19), (179, 19), (271, 3)]",running
Image_1039.jpg,"[None, (85, 40), (85, 40), (76, 45), (79, 47), (88, 38), None, None, (88, 54), (94, 72), (100, 88), (85, 54), (76, 67), (59, 74), None, None, (88, 33), None, (130, 2)]",running
Image_1124.jpg,"[(118, 14), (98, 38), (93, 38), (64, 62), None, (108, 38), (118, 57), None, (83, 111), (133, 149), (152, 207), None, None, None, (113, 9), None, (103, 14), None, (222, 9)]",running
Image_1174.jpg,"[(179, 23), (179, 43), (167, 43), (161, 59), (161, 55), (191, 43), (197, 63), (203, 67), (173, 83), (173, 119), None, (191, 83), (191, 115), None, (179, 23), (179, 23), (173, 23), (185, 23), (263, 11)]",running
Image_1194.jpg,"[None, (155, 59), (161, 59), (173, 75), None, (149, 63), (155, 79), (149, 91), (167, 91), (167, 111), (167, 119), (155, 91), (149, 111), None, None, None, (155, 47), (149, 47), (11, 175)]",running
Image_1323.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (244, 0)]",running
Image_1371.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (340, 47)]",running
Image_1397.jpg,"[None, (174, 59), (185, 59), None, None, (168, 63), None, None, None, None, None, None, (197, 139), (140, 177), None, None, None, (157, 42), (236, 8)]",running
Image_1462.jpg,"[(127, 30), (127, 55), (99, 60), (93, 103), (127, 99), (154, 60), None, None, (115, 146), None, None, (149, 146), (143, 185), None, (115, 25), (132, 25), (110, 30), (138, 25), (0, 0)]",running
Image_1509.jpg,"[None, None, None, None, None, None, None, None, (130, 18), (130, 47), (136, 69), None, (143, 47), (149, 76), None, None, None, None, (0, 164)]",running
Image_1512.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (286, 3)]",running
Image_1541.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (247, 4)]",running
Image_1576.jpg,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, (275, 101)]",running
Image_1782.jpg,"[(153, 35), (153, 42), (140, 42), (126, 53), (126, 53), (160, 46), (166, 60), (166, 74), (140, 78), (146, 114), (146, 128), (153, 78), (153, 114), (153, 128), (146, 35), (153, 35), (146, 35), (153, 35), (293, 3)]",running
Image_1894.jpg,"[None, (185, 51), (197, 47), (203, 67), (203, 71), (167, 51), (155, 59), (149, 79), (185, 83), (191, 119), (197, 139), (173, 83), (173, 119), (155, 139), None, None, (191, 35), (179, 35), (269, 163)]",running
Image_2033.jpg,"[(127, 48), (141, 63), (151, 63), (171, 73), None, (136, 63), (127, 88), None, (151, 112), (166, 146), None, (141, 112), (122, 146), (112, 180), None, (132, 44), None, (136, 48), (0, 0)]",running
Image_2214.jpg,"[None, None, None, None, None, None, None, None, (137, 7), (125, 35), None, None, (173, 31), (167, 63), None, None, None, None, (0, 0)]",running
